event_id_final,comuna,latitud,longitud,time_start,time_end,frp_inicial,frp_max,duracion_horas,delta_frp,target_transicion,temperature_2m_mean,relativehumidity_2m_mean,windspeed_10m_mean,precipitation_sum,temperature_2m_mean_lag1,temperature_2m_mean_lag2,temperature_2m_mean_lag3,relativehumidity_2m_mean_lag1,relativehumidity_2m_mean_lag2,relativehumidity_2m_mean_lag3,windspeed_10m_mean_lag1,windspeed_10m_mean_lag2,windspeed_10m_mean_lag3,precipitation_sum_lag1,precipitation_sum_lag2,precipitation_sum_lag3
FIRE_3294,Mulchén,-38.11380952380952,-72.27428571428571,2023-03-04 05:59:00,2023-03-06 19:21:00,0.43,98.59,61.36666666666667,98.16,1,0.6902624309392265,0.4267898383371824,0.4415774099318402,0.0,0.6687672651933703,0.6631560773480663,0.6655732044198895,0.5856812933025404,0.5496535796766743,0.5870669745958429,0.4344368711457319,0.5744076598506979,0.5047874066861409,0.0,0.0,0.0
FIRE_3296,Mulchén,-38.105000000000004,-72.35499999999999,2023-03-04 05:59:00,2023-03-05 05:40:00,0.49,13.77,23.683333333333334,13.28,1,0.6902624309392265,0.4267898383371824,0.4415774099318402,0.0,0.6687672651933703,0.6631560773480663,0.6655732044198895,0.5856812933025404,0.5496535796766743,0.5870669745958429,0.4344368711457319,0.5744076598506979,0.5047874066861409,0.0,0.0,0.0
FIRE_3298,Mulchén,-38.535,-72.035,2023-03-05 18:00:00,2023-03-05 19:40:00,3.7,32.15,1.6666666666666667,28.45,1,0.7169371546961325,0.3394919168591224,0.4556962025316455,0.0,0.6902624309392265,0.6687672651933703,0.6631560773480663,0.4267898383371824,0.5856812933025404,0.5496535796766743,0.4415774099318402,0.4344368711457319,0.5744076598506979,0.0,0.0,0.0
FIRE_3299,Mulchén,-37.585,-72.51,2023-03-05 05:40:00,2023-03-05 18:00:00,2.5,3.19,12.333333333333334,0.69,0,0.7169371546961325,0.3394919168591224,0.4556962025316455,0.0,0.6902624309392265,0.6687672651933703,0.6631560773480663,0.4267898383371824,0.5856812933025404,0.5496535796766743,0.4415774099318402,0.4344368711457319,0.5744076598506979,0.0,0.0,0.0
FIRE_33,Contulmo,-38.174,-73.042,2020-01-25 17:38:00,2020-01-27 06:22:00,0.32,66.18,36.733333333333334,65.86000000000001,1,0.6597030386740331,0.6508083140877597,0.1598506978253813,0.0,0.6483080110497237,0.6305248618784531,0.689399171270718,0.6457274826789839,0.7819861431870668,0.6351039260969976,0.1490587471600129,0.0900681596884128,0.1244725738396624,0.0,0.0,0.0
FIRE_330,Contulmo,-38.343333333333334,-72.89666666666666,2021-11-22 17:34:00,2021-11-22 19:15:00,5.6,15.61,1.6833333333333333,10.01,1,0.6213743093922652,0.6780600461893763,0.1286919831223628,0.0,0.5859806629834254,0.5767437845303868,0.5574930939226519,0.794919168591224,0.8498845265588914,0.761662817551963,0.1144920480363518,0.0957481337228172,0.1726712106458942,0.0,0.0,0.0
FIRE_3300,Mulchén,-37.912,-72.494,2023-03-05 18:00:00,2023-03-06 05:21:00,4.92,38.78,11.35,33.86,1,0.7169371546961325,0.3394919168591224,0.4556962025316455,0.0,0.6902624309392265,0.6687672651933703,0.6631560773480663,0.4267898383371824,0.5856812933025404,0.5496535796766743,0.4415774099318402,0.4344368711457319,0.5744076598506979,0.0,0.0,0.0
FIRE_3305,Mulchén,-37.875,-72.32,2023-03-07 05:02:00,2023-03-07 06:43:00,1.41,2.24,1.6833333333333333,0.8300000000000003,0,0.6667817679558011,0.5612009237875288,0.1488153197013956,0.0,0.6684219613259669,0.7169371546961325,0.6902624309392265,0.6281755196304849,0.3394919168591224,0.4267898383371824,0.2636319376825705,0.4556962025316455,0.4415774099318402,0.0,0.0,0.0
FIRE_3307,Mulchén,-36.656666666666666,-71.09666666666666,2023-03-10 18:06:00,2023-03-10 19:47:00,12.51,22.23,1.6833333333333333,9.72,1,0.6843922651933702,0.6120092378752886,0.1736449204803634,0.0,0.6667817679558011,0.6684219613259669,0.7169371546961325,0.5612009237875288,0.6281755196304849,0.3394919168591224,0.1488153197013956,0.2636319376825705,0.4556962025316455,0.0,0.0,0.0
FIRE_3308,Mulchén,-38.28333333333333,-72.15666666666667,2023-03-11 17:47:00,2023-03-11 19:28:00,3.06,22.03,1.6833333333333333,18.970000000000002,1,0.6458908839779005,0.5976905311778291,0.2388023369036027,0.0,0.6843922651933702,0.6667817679558011,0.6684219613259669,0.6120092378752886,0.5612009237875288,0.6281755196304849,0.1736449204803634,0.1488153197013956,0.2636319376825705,0.0,0.0,0.0
FIRE_331,Contulmo,-38.036,-72.666,2021-11-24 06:17:00,2021-11-27 19:21:00,1.62,100.33,85.06666666666666,98.71,1,0.5568024861878453,0.8526558891454964,0.1551444336254462,0.0039184952978056,0.6357044198895028,0.6213743093922652,0.5859806629834254,0.6027713625866051,0.6780600461893763,0.794919168591224,0.1351022395326192,0.1286919831223628,0.1144920480363518,0.0,0.0,0.0
FIRE_3314,Mulchén,-36.663333333333334,-71.17333333333333,2023-03-15 18:13:00,2023-03-16 17:54:00,1.88,31.8,23.683333333333334,29.92,1,0.6645372928176796,0.4794457274826788,0.140295358649789,0.0,0.653746546961326,0.6681629834254142,0.6458908839779005,0.441108545034642,0.6706697459584295,0.5976905311778291,0.1697500811424862,0.1594449853943524,0.2388023369036027,0.0,0.018808777429467,0.0
